id,asx_code,opening_price,higest_price,lowest_price,last_price,yesterday_closeprice,cumulative_volume,cumulative_value,best_bid_price,best_ask_price,number_of_trades,time_of_trade,security_status,best_bid_quantity,best_ask_quantity,number_of_buyers,number_of_sellers
2925,TFL,6.8,6.8,6.8,6.8,6.4,100000,6800,6.3,6.9,2,133946,8,50000,61834,1,1
2926,TG1,16,17,15.5,15.5,15.5,332701,53955,15.5,17.5,24,161049,8,199999,45788,1,2
2927,TGA,24.5,24.5,24.5,24.5,24.5,90,22,24.5,25,1,100913,12,141000,110853,2,4
2928,TGF,259,259,259,259,258,539,1396,259,262,3,100913,12,7327,3359,2,1
2929,TGM,11,11,10,10,10,34029,3653,10,11,2,151314,8,78390,15000,3,1
2930,TGN,11,11,11,11,0,136,15,10,0,1,,12,54862,199864,2,0
2931,TGP,0,0,0,0,0,0,0,0,0,0,,0,0,12483,0,1
2932,TGR,0,0,0,0,0,0,0,0,0,0,,0,0,5999,0,6
2933,THR,1.3,1.3,1.3,1.3,1.3,1229230,15980,1.2,1.3,7,100913,12,13322899,1954599,28,1
2934,TI1,0,0,0,0,0,0,0,0,3.6,0,,0,0,42382,0,0
2935,TIA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2936,TIE,43.5,43.5,43.5,43.5,43,55276,24045,43.5,44,10,100913,12,76207,59143,4,2
2937,TIG,1.9,1.9,1.9,1.9,1.9,88174,1675,1.8,1.9,3,100913,12,1771844,682960,4,3
2938,TIP,44.5,44.5,44,44,44.5,38100,16805,43,44.5,2,154240,4,37500,36843,2,1
2939,TKL,0.8,0.8,0.8,0.8,0.8,83337,667,0.8,0.9,1,140639,4,2198148,746421,9,1
2940,TKM,7.3,7.3,7.3,7.3,7.1,41,3,7.2,7.5,1,154149,8,79308,417740,1,2
2941,TLG,0,0,0,136,0,10808,14558,0,0,14,101054,0,0,3461,0,0
2942,TLM,0,16,0,16,0,103344,16043,0,0,8,101011,0,0,106917,0,0
2943,TLS,0,0,0,0,0,0,0,0,0,0,,0,311195,0,0,0
2944,TLS3H7,8.5,9,8.5,9,8,570,4855,0,0,2,150217,12,0,0,0,0
2945,TLS3N7,3.5,3.5,3.5,3.5,0,70,245,0,0,1,120917,12,0,0,0,0
2946,TLSB37,13,13,13,13,13,155,2015,0,0,1,141427,12,0,0,0,0
2947,TLSFZ8,4.5,4.5,4.5,4.5,0,300,1350,0,0,1,103721,12,0,0,0,0
2948,TLSIOD,91,91,91,91,100,550,501,91,92,1,132223,4,1,1,1,1
2949,TLSP79,6,6,6,6,9,100,600,0,7,1,111702,12,0,40,0,1
2950,TLSP99,9.5,9.5,9.5,9.5,10.5,7000,66500,0,0,8,151656,12,0,0,0,0
2951,TLSPK9,10,10,10,10,15,1000,10000,0,11.5,1,143608,12,0,20,0,1
2952,TLSPM9,6.5,6.5,6.5,6.5,12,1500,9750,0,0,2,124907,12,0,0,0,0
2953,TLSPO9,3.5,3.5,3.5,3.5,4.5,3000,10500,0,0,3,150839,12,0,0,0,0
2954,TLSPV7,3,3,3,3,3,18500,51800,0,0,1,102614,12,0,0,0,0
2955,TLSQ79,9.5,9.5,9.5,9.5,0,1075,10213,0,0,2,142859,12,0,0,0,0
2956,TLSQB9,3,3,3,3,8.5,257,771,0,0,1,105618,12,0,0,0,0
2957,TLSR39,2.5,2.5,2,2,3.5,2495,5670,2,2.5,18,142512,12,104,104,1,1
2958,TLSTY7,21.5,21.5,21.5,21.5,21.5,655,13428,0,0,2,142717,12,0,0,0,0
2959,TLSU17,0,0,0,0,0,500,7250,0,0,1,142717,12,0,0,0,0
2960,TLSUO9,6.5,6.5,6.5,6.5,6,1500,9750,0,0,2,151625,12,0,0,0,0
2961,TLSY17,2.5,2.5,2.5,2.5,3,110,275,0,0,1,103906,12,0,0,0,0
2962,TLX,0,0,0,0,0,21508,91901,0,0,100,101101,0,2038,0,0,0
2963,TMB,22,22,21,21,21.5,79131,16700,21.5,22,12,150117,8,10000,10000,1,1
2964,TMG,8.5,8.5,8.5,8.5,8.3,2149,183,8.5,8.8,1,100913,12,3851,20000,1,1
2965,TMGOC,1.6,1.8,1.6,1.8,1.6,258991,4162,1.4,1.8,2,105851,4,400000,7884,1,1
2966,TMK,1.2,1.2,1.1,1.1,1.1,3861081,43472,1,1.1,24,155132,8,5388087,450000,13,2
2967,TMS,4.2,4.3,3.5,3.5,4,1944727,76951,3.5,4,36,161049,8,342641,50000,5,1
2968,TMSO,2.5,2.9,2.5,2.9,3,285250,7429,2,2.7,5,155940,4,100000,25000,2,1
2969,TMT,0,0,0,0,0,0,0,37,38,0,,0,15001,6148,1,0
2970,TMX,1,1,1,1,1,249751,2498,0.9,1,2,152022,8,6355413,115000,4,1
2971,,0,0,0,0,0,0,0,0,1817,0,,0,0,500,0,1
2972,TMZ,2.8,2.8,2.8,2.8,2.8,15000,420,2.8,3,3,100913,12,219759,723757,8,6
2973,TMZOA,0,0,0,0,0,0,0,0,0,0,,0,521000,0,3,0
2974,TNE,0,1006,0,1006,0,36770,366736,1005,1007,170,101106,0,63,415,0,4
2975,TNEKOB,219,219,219,219,169,350,767,0,0,1,140430,4,0,0,0,0
2976,TNG,0,0,0,0,0,0,0,7.1,7.3,0,,0,21943,181340,1,3
2977,TNT,0,0,0,0,0,0,0,0,0,0,,0,0,56455,0,4
2978,TNY,0,0,0,0,0,0,0,0,0,0,,0,51503,0,2,0
2979,TOE,0,0,0,0,0,0,0,0,0,0,,0,0,1039413,0,7
2980,TON,2.9,3,2.9,3,2.9,505675,14870,2.7,3.1,6,110557,4,115019,208000,2,2
2981,TONO,0.4,0.4,0.4,0.4,0.4,31579,126,0.4,0.5,1,112843,4,26421,1720586,1,1
2982,TOP,0,0,0,0,0,0,0,0,0,0,,0,102131,0,3,0
2983,TOR,24,24,24,24,24,20000,4800,23.5,24,3,100913,12,8500,23500,1,1
2984,TOT,88.5,88.5,88.5,88.5,88.5,32934,29147,88.5,89,6,132613,8,1845,10000,2,1
2985,TOU,3.6,3.6,3.6,3.6,3.5,7000,252,3,3.4,1,100909,4,101034,250000,2,1
2986,TOY,0,0,0,0,0,0,0,0,0,0,,0,85058,0,2,0
2987,TPC,0,0,0,0,0,0,0,181,0,0,,0,931,0,0,0
2988,TPD,0,0,0,0,0,0,0,0,0,0,,0,86653995,0,134,0
2989,TPG,0,0,0,0,0,63656,372361,0,0,176,101108,0,5118,1435,13,0
2990,TPGY37,17.5,17.5,17.5,17.5,19,120,2100,0,0,1,112858,12,0,0,0,0
2991,TPGZQ7,15.5,15.5,15.5,15.5,0,39,605,0,0,1,131841,12,0,0,0,0
2992,TPP,7.3,7.3,7.3,7.3,7.3,35000,2555,6.5,7.5,2,103447,8,50000,24011,1,1
2993,TPW,0,0,0,429,0,1803,7674,0,0,50,101107,0,117,0,3,0
2994,TRJ,262,262,261,261,266,5000,13077,261,273,2,101058,12,4825,1995,1,1
2995,TRM,5.6,5.7,5.6,5.7,5.6,110000,6173,5.1,5.7,4,103011,4,20000,197107,1,2
2996,TRP,27,28,27,27,27,47000,12890,26,27,5,152634,8,50000,15836,1,1
2997,TRS,0,0,0,0,0,0,0,0,0,0,,0,1103,0,2,0
2998,TRT,3.9,4.1,3.6,4,3.9,1723581,64639,3.8,4,22,153118,8,200000,87255,1,1
2999,TRU,5.6,5.6,5.5,5.5,5.5,11364,625,5.2,6.5,2,121241,8,18867,324288,1,2
3000,TSC,0,0,0,0,0,383956,1402,0,0,11,101058,0,0,0,0,0
